ID,Cemetery,Year,TS,PPA,tag,Quadrant,Excavation Trench,Sq,Layer,L1 details,Feature,Offering Place,Tomb,Artifact Class,Artifact type,Proportion,"Long section (Cylindrical, biconical, barrel)","Trans section (Round, flat, rectangular)",Material gen,Material spec,Color,Color Munsell,Status (Entire/broken),Stage,"Surface traces (Chipped, Ground, Polished, Worn)",Length MAX,Length MIN,(Length A-B) - From end to centre for bicones and barrels,(Length B-C) - From end to centre for bicones and barrels,Thickness (cm),Dia MAX (cm),Length (cm),Dia MIN (cm),Width (cm),Hole Dia 1 (cm),Hole Dia 2 (cm),Perforation tech (Drilling / Pecking/ind),Drill act (Im) (Drilling actions (Impression) Single /multiple/stepped (No. steps)),Drill direct (Im) (One side / Two sides),"Drill section (Im) - Cylindrical, tapered, conical","Drill surface (Im) - Parallel striae, irregular striae, smoothed, etc.","Drill tech  (Im) - Stone drill, Ernestite drill, Solid copper, Tubular copper","Bead end 1 - Chipped, Ground, Polished","Bead end 2 - Chipped, Ground, Polished",Photo,Notes
TAG6448-AKAP-PG-SF_3654,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3655,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3656,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3657,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3658,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3659,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3660,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3661,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3662,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3663,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3664,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3665,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3666,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3667,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3668,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3669,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3670,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3671,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3672,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3673,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3674,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3675,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3676,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3677,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3678,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3679,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3680,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3681,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3682,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3683,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3684,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3685,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3686,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3687,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3688,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3689,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3690,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3691,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3692,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3693,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3694,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3695,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3696,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3697,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3698,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3699,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3700,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3701,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3702,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3703,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3704,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3705,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3706,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3707,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3708,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3709,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3710,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3711,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3712,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3713,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3714,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3715,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3716,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3717,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3718,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3719,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Brownish,7.5YR4/2 and 4,Eroded,,,,,,,,0.54200000000000004,,0.363,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3720,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Greyish,,,,,,,,,,0.61099999999999999,,,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3721,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3722,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3723,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3724,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3725,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3726,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3727,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3728,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3729,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3730,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3731,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3732,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3733,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3734,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3735,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3736,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3737,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3738,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3739,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3740,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3741,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3742,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3743,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3744,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3745,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3746,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3747,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3748,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3749,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3750,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3751,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3752,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3753,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3754,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3755,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3756,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3757,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3758,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3759,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3760,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3761,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3762,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3763,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3764,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3765,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3766,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3767,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3768,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3769,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3770,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3771,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3772,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3773,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.495,,0.26,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3774,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,Ring,,,Faience,Black,,,,,,,,,,0.39800000000000002,,0.245,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3775,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,Ring,,,Faience,Black,,,,,,,,,,0.39800000000000002,,0.245,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3776,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,Barrel,,,Faience,Black,,,,,,,,,,0.39800000000000002,,0.245,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3777,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,Short tubular,,,Faience,Black,,,,,,,,,,0.217,,,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3778,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,Short tubular,,,Faience,Black,,,,,,,,,,0.217,,,,,,,,,,,,,,,
TAG6448-AKAP-PG-SF_3779,WT1,2022,,,6448,Q4B,E Trench,,L112,,,,,,Bead,,Short tubular,,,Faience,Black,,,,,,,,,,0.217,,,,,,,,,,,,,,,
TAG6457-AKAP-PG-SF_3780,WT1,2022,,,6457,Q4B,E Trench,,L112,,,,,,Bead,,,,,Ostrich Eggshell,Whitish,,,,,,,,,,0.696,,,,,,,,,,,,,,,
